batch,job,name,seed,best_discrete,final_discrete,soft_full,hash_match
133,1,overnight_b133_j1,17301,5.428615570068359,5.428615570068359,0.5170180797576904,False
133,2,overnight_b133_j2,17302,0.8113707900047302,3.897512435913086,0.4733862280845642,False
133,3,overnight_b133_j3,17303,5.595338821411133,30.917936325073242,0.30668574571609497,False
133,4,overnight_b133_j4,17304,23.179033279418945,142.25389099121094,0.31582480669021606,False
134,1,overnight_b134_j1,17401,42.107486724853516,70.84093475341797,0.49293050169944763,False
134,2,overnight_b134_j2,17402,10.029643058776855,144.02622985839844,0.36944931745529175,False
134,3,overnight_b134_j3,17403,85.67842102050781,293.59869384765625,0.43508079648017883,False
134,4,overnight_b134_j4,17404,7.310007572174072,103.22938537597656,0.3040442168712616,False
135,1,overnight_b135_j1,17501,0.7243595719337463,13.361739158630371,0.5145909786224365,False
135,2,overnight_b135_j2,17502,2.0155186653137207,5.396158695220947,0.43930584192276,False
135,3,overnight_b135_j3,17503,46.94466781616211,47.072330474853516,0.3466818630695343,False
135,4,overnight_b135_j4,17504,24.186878204345703,54.587162017822266,0.3441580533981323,False
136,1,overnight_b136_j1,17601,21.119571685791016,11.613868713378906,0.4777524173259735,False
136,2,overnight_b136_j2,17602,1.889112114906311,7.148309230804443,0.3811819851398468,False
136,3,overnight_b136_j3,17603,23.415630340576172,27.99199676513672,0.48638710379600525,False
136,4,overnight_b136_j4,17604,32.0368537902832,80.48461151123047,0.3428085446357727,False
137,1,overnight_b137_j1,17701,8.529169082641602,18.062265396118164,0.363526314496994,False
137,2,overnight_b137_j2,17702,1.5702277421951294,3.138751983642578,0.3989875912666321,False
137,3,overnight_b137_j3,17703,2.9421308040618896,95.96388244628906,0.3711463212966919,False
137,4,overnight_b137_j4,17704,42.46168518066406,103.73735046386719,0.3376838266849518,False
138,1,overnight_b138_j1,17801,1.119975209236145,6.116628170013428,0.37037649750709534,False
138,2,overnight_b138_j2,17802,3.937307357788086,62.96216583251953,0.3842705190181732,False
138,3,overnight_b138_j3,17803,1.6986786127090454,6.742282867431641,0.3347868025302887,False
138,4,overnight_b138_j4,17804,4.012399673461914,2.5507864952087402,0.395312637090683,False
139,1,overnight_b139_j1,17901,10.107726097106934,59.50357437133789,0.48365917801856995,False
139,2,overnight_b139_j2,17902,31.981477737426758,57.222991943359375,0.3819124400615692,False
